E711	R1	E1980
E897	R1	E1530
E755	R1	E1902
E521	R1	E2193
E61	R1	E2162
E609	R1	E1928
E568	R1	E2210
E618	R1	E1594
E531	R1	E1410
E506	R1	E1692
E408	R1	E1262
E688	R1	E1266
E97	R1	E1399
E698	R1	E2415
E2574	R1	E2194
E110	R1	E2353
E837	R1	E1594
E423	R2	E1044
E506	R1	E2170
E444	R1	E1301
E566	R1	E1955
E507	R1	E1919
E1351	R1	E2292
E47	R1	E1335
E567	R1	E2085
E714	R1	E1806
E1001	R1	E2151
E652	R1	E1600
E773	R1	E2135
E2563	R1	E1440
E977	R1	E2260
E108	R1	E1500
E903	R1	E1657
E509	R1	E1262
E609	R1	E1048
E714	R1	E2302
E527	R1	E201
E1060	R1	E2106
E320	R1	E1627
E757	R1	E1649
E1364	R1	E2218
E1352	R1	E1528
E1384	R1	E1818
E649	R2	E1044
E304	R1	E1610
E694	R1	E2284
E112	R1	E1459
E911	R1	E2235
E518	R1	E1864
E698	R1	E2242
E911	R1	E2041
E526	R1	E1539
E347	R1	E1961
E563	R1	E197
E698	R1	E2143
E360	R1	E1996
E565	R2	E2533
E582	R1	E2121
E615	R1	E2245
E518	R1	E1926
E1381	R1	E2215
E108	R1	E1978
E606	R1	E1919
E580	R1	E2246
E962	R1	E220
E692	R1	E1338
E1364	R1	E1299
E566	R1	E1431
E48	R1	E2143
E526	R1	E1051
E1368	R1	E227
E509	R1	E1327
E903	R1	E2184
E2567	R1	E1713
E2563	R1	E1445
E904	R1	E2031
E509	R1	E1283
E278	R1	E1844
E2113	R1	E1684
E711	R1	E1408
E1378	R1	E2640
E467	R1	E2006
E320	R1	E1936
E1942	R1	E2376
E278	R1	E2352
E574	R1	E1504
E1942	R1	E2011
E944	R1	E2216
E1760	R1	E1899
E347	R1	E1337
E698	R1	E1398
E360	R1	E2275
E584	R1	E1954
E515	R1	E2417
E360	R1	E1913
E1446	R1	E1891
E154	R1	E1388
E740	R1	E2078
E999	R1	E1629
E26	R1	E2230
E662	R1	E2176
E719	R1	E2201
E1384	R1	E1341
E467	R1	E1647
E702	R1	E1528
E568	R1	E1726
E585	R1	E1733
E606	R1	E1991
E54	R1	E1812
E505	R1	E1713
E26	R1	E1490
E563	R1	E2149
E868	R1	E2115
E565	R1	E1521
